"id","名稱","敘述","類別","子類別","攻擊","防禦","重量","買價","賣價"
"4044","狸貓卡片","可使用[隱匿]Lv.1技能。","卡片","飾品","0","0","1","20","10"
"4045","鍬形蟲卡片","受到遠距離物理攻擊傷害-35%。","卡片","盾牌","0","0","1","20","10"
"4046","土撥鼠卡片","黑暗抗性+20%\nDEF+1","卡片","頭具","0","0","1","20","10"
"4047","幽靈波利卡片","可將鎧甲的屬性轉變為念力屬性。\nHP恢復率-25%。","卡片","鎧甲","0","0","1","20","10"
"4048","毒魔菇卡片","可使用[施毒]Lv.3技能。","卡片","飾品","0","0","1","20","10"
"4049","螃蟹卡片","對火屬性敵人的物理傷害+20%","卡片","武器","0","0","1","20","10"
"4050","瑪勒盜蟲卡片","AGI+2。","卡片","鞋子","0","0","1","20","10"
"4051","溜溜猴卡片","完全迴避+5。\nAGI+1。","卡片","飾品","0","0","1","20","10"
"4052","長老樹精卡片","INT+2。","卡片","頭具","0","0","1","20","10"
"4053","黑蟻卡片","可使用[治癒術]Lv.1\n使用技能時，SP消耗量+25%。","卡片","飾品","0","0","1","20","10"
"4054","天使波利卡片","鎧甲的屬性為聖屬性。","卡片","鎧甲","0","0","1","20","10"
"4055","水母卡片","攻擊敵人時,有5%的機率使敵人陷入冰凍狀態。\nATK+5。","卡片","武器","0","0","1","20","10"
"4056","獵蠅卡片","對風屬性攻擊的抗性+30%\n迴避率+5","卡片","披肩","0","0","1","20","10"
"4057","重金屬蝗蟲卡片","攻擊敵人時,有5%的機率使敵人陷入沉默狀態。\nATK+5。","卡片","武器","0","0","1","20","10"
"4058","突變蛙卡片","對玩家型、人類型的抗性+30%","卡片","盾牌","0","0","1","20","10"
"4060","哥布靈卡片","對喵族、動物型的物理攻擊力+20%。","卡片","武器","0","0","1","20","10"
"4061","卡那多斯卡片","可使鎧甲完全不受損。\nDEF+1。","卡片","鎧甲","0","0","1","20","10"
"4063","刺蝟蟲卡片","對昆蟲型的物理攻擊力+20%","卡片","武器","0","0","1","20","10"
"4064","傑洛米卡片","DEX+3。","卡片","飾品","0","0","1","20","10"
"4066","獸人戰士卡片","對動物型敵人的抗性+30%","卡片","盾牌","0","0","1","20","10"
"4067","邪骸食人魚卡片","冰凍抗性+20%。\nDEF+1。","卡片","盾牌","0","0","1","20","10"
"4068","蠍子卡片","對植物型的物理攻擊力+20%","卡片","武器","0","0","1","20","10"
"4069","紅蝙蝠卡片","對水屬性敵人的物理傷害+20%","卡片","武器","0","0","1","20","10"
"4070","轉轉蛋卡片","SP恢復力+15%。","卡片","鞋子","0","0","1","20","10"
"4071","獸人腐屍卡片","對不死屬性的抗性+30%\n迴避率+5","卡片","披肩","0","0","1","20","10"
"4072","巨石怪卡片","可使武器完全不受損。\nATK+5。","卡片","武器","0","0","1","20","10"
"4073","邪骸海盜卡片","可使用[低價買進]Lv.5技能","卡片","飾品","0","0","1","20","10"
"4074","大腳熊卡片","對昆蟲型敵人的抗性+30%","卡片","盾牌","0","0","1","20","10"
"4075","艾斯蜘蛛卡片","石化抗性+20%。\nDEF+1。","卡片","盾牌","0","0","1","20","10"
"4076","魔鍋蛋卡片","攻擊敵人時,有5%的機率使敵人陷入受詛咒的狀態。\nATK+5。","卡片","武器","0","0","1","20","10"
"4077","劍魚卡片","詠唱期間不會被中斷。\n變動詠唱時間+25%。","卡片","飾品","0","0","1","20","10"
"4078","野豬卡片","VIT+3。","卡片","鎧甲","0","0","1","20","10"
"4079","螳螂卡片","STR+3。","卡片","飾品","0","0","1","20","10"
"4080","噬人花卡片","對魚貝型敵人的物理攻擊力+20%","卡片","武器","0","0","1","20","10"
"4081","蚯蚓卡片","對地屬性的抗性+30%\n迴避率+5","卡片","披肩","0","0","1","20","10"
"4084","氣泡蟲卡片","可使用[怒爆]Lv.3技能。","卡片","飾品","0","0","1","20","10"
"4085","邪骸獸人卡片","對聖屬性敵人的物理傷害+20%","卡片","武器","0","0","1","20","10"
"4086","邪骸士兵卡片","CRI+9。","卡片","武器","0","0","1","20","10"
"4087","基爾瑟卡片","可避免陷入混亂的狀態。\n對地屬性的抗性+15%","卡片","頭具","0","0","1","20","10"
"4088","傘蜥卡片","可使用[偽裝]Lv.1技能","卡片","披肩","0","0","1","20","10"
"4089","異變魚卡片","可將鎧甲的屬性轉變為水屬性。\nDEF+1。","卡片","鎧甲","0","0","1","20","10"
"4090","殭屍卡片","石化抗性+15%。\n對地屬性的抗性+5%。\nDEF+1。","卡片","盾牌","0","0","1","20","10"
"4092","邪骸礦工卡片","ATK+5。\n對中型的物理攻擊力+15%","卡片","武器","0","0","1","20","10"
"4093","人魚卡片","可使用[治療術]Lv.1技能。","卡片","飾品","0","0","1","20","10"
"4094","邪骸弓箭手卡片","遠距離攻擊傷害+10%。","卡片","武器","0","0","1","20","10"
"4095","烏賊卡片","對水屬性的抗性+30%\n迴避+5。","卡片","披肩","0","0","1","20","10"
"4096","茲諾克卡片","攻擊敵人時,有4%的機率使敵人中毒。\nATK+10。","卡片","武器","0","0","1","20","10"
"4097","黑狐卡片","MHP+10%。\nAGI+1。","卡片","鞋子","0","0","1","20","10"
"4098","土人卡片","可將鎧甲的屬性轉變為風屬性。\nDEF+1。","卡片","鎧甲","0","0","1","20","10"
"4099","帕莎納卡片","可將鎧甲的屬性轉變為火屬性。\nDEF+1。","卡片","鎧甲","0","0","1","20","10"
"4100","鬼女卡片","MSP+15%\nSP恢復力+3%","卡片","鞋子","0","0","1","20","10"
"4101","泥人卡片","可將鎧甲的屬性轉變為地屬性。\nDEF+1。","卡片","鎧甲","0","0","1","20","10"
"4102","白幽靈卡片","受念屬性怪物的攻擊時,會+50%的傷害。\n迴避+20","卡片","披肩","0","0","1","20","10"
"4103","鬼火卡片","可使用[火狩]Lv.1技能","卡片","飾品","0","0","1","20","10"
"4104","諾可伊卡片","攻擊敵人時,有5%的機率使敵人陷入混亂的狀態。","卡片","武器","0","0","1","20","10"
"4105","馬克卡片","可避免陷入冰凍的狀態。\n對水屬性的抗性+5%。","卡片","鎧甲","0","0","1","20","10"
"4106","木乃伊卡片","命中率+20","卡片","武器","0","0","1","20","10"
"4107","木乃伊犬卡片","MHP/MSP+8%","卡片","鞋子","0","0","1","20","10"
"4108","麥斯特卡片","對毒屬性的抗性+30%\n迴避率+5。","卡片","披肩","0","0","1","20","10"
"4109","南瓜先生卡片","對火屬性的抗性+30%。\n迴避率+5。","卡片","披肩","0","0","1","20","10"
"4110","綠腐屍卡片","中毒抗性+20%。\nDEF+1。","卡片","頭具","0","0","1","20","10"
"4111","海神卡片","對惡魔型敵人的物理攻擊力+20%。","卡片","武器","0","0","1","20","10"
"4112","馬爾杜克卡片","可避免陷入沉默的狀態。","卡片","頭具","0","0","1","20","10"
"4113","傀儡娃娃卡片","對念屬性的抗性+30%。\n迴避率+5。","卡片","披肩","0","0","1","20","10"
"4114","艾吉歐蜈蚣卡片","可將鎧甲的屬性轉變為毒屬性。\nDEF+1。","卡片","鎧甲","0","0","1","20","10"
"4116","蛇女伊絲卡片","對暗屬性的抗性+30%。\n迴避率+5。","卡片","披肩","0","0","1","20","10"
"4117","黑蛇卡片","可使用[二刀連擊]Lv.1\n熟練二刀連擊技能時，依照熟練的二刀連擊技能等級的發動機率而定。","卡片","武器","0","0","1","20","10"
"4118","畢帝特地龍卡片","對龍族型的物理攻擊力+20%。","卡片","武器","0","0","1","20","10"
"4119","巫婆卡片","鎧甲的屬性為暗屬性。","卡片","鎧甲","0","0","1","20","10"
"4120","畢帝特飛龍卡片","對龍族型敵人的抗性+30%","卡片","盾牌","0","0","1","20","10"
"4122","小惡魔卡片","可避免陷入黑暗的狀態。\nSTR+1。","卡片","頭具","0","0","1","20","10"
"4123","虎王卡片","無限[霸體]\nHP最大值減少25%。","卡片","鞋子","0","0","1","20","10"
"4124","米杜沙卡片","可避免陷入石化的狀態。\n對惡魔型敵人的抗性+15%。","卡片","盾牌","0","0","1","20","10"
"4125","狄奧斯卡片","對人類型、玩家型、動物型、植物型、昆蟲型敵人造成的物理攻擊力+7%。","卡片","武器","0","0","1","20","10"
"4126","米洛斯卡片","ATK+5。\n對大型怪物造成的物理攻擊力+15%。","卡片","武器","0","0","1","20","10"
"4127","夢魘卡片","可避免陷入睡眠的狀態。\nAGI+1。","卡片","頭具","0","0","1","20","10"
"4129","小巴風特卡片","AGI+3。\nCRI+1。","卡片","披肩","0","0","1","20","10"
"4133","幽靈劍士卡片","對無屬性攻擊的抗性增加20%。","卡片","披肩","0","0","1","20","10"
"4135","獸人酋長卡片","受到近距離物理攻擊的傷害反射30%","卡片","鎧甲","0","0","1","20","10"
"4136","卡利斯格卡片","惡魔型敵人造成的傷害減少30%","卡片","盾牌","0","0","1","20","10"
"4137","海盜之王卡片","對中型、小型和大型魔物的傷害100%","卡片","武器","0","0","1","20","10"
"4138","安畢斯卡片","對天使型的抗性+30%","卡片","盾牌","0","0","1","20","10"
"4139","裘卡卡片","可裝備[偷竊]1Lv","卡片","飾品","0","0","1","20","10"
"4140","深淵騎士卡片","對BOSS怪物造成的物理傷害額外提高25%","卡片","武器","0","0","1","20","10"
"4141","闇神官卡片","鎧甲的屬性為不死屬性。\nINT + 1\nDEF + 1","卡片","鎧甲","0","0","1","20","10"
"4143","獸人英雄卡片","免疫暈眩。\nVIT + 3","卡片","頭盔","0","0","1","20","10"
"4147","巴風特卡片","普通攻擊變成3x3擴散。\nHIT - 10。","卡片","武器","0","0","1","20","10"
"4148","法老王卡片","使用技能時，SP消耗量減少30%。","卡片","頭盔","0","0","1","20","10"
"4149","蝙蝠弓箭手卡片","每次擊敗昆蟲型怪物時，以一定機率獲得「打雷的箱子」道具。","卡片","飾品","0","0","1","20","10"
"4152","啤酒企鵝卡片","擊敗昆蟲型怪物時，以一定機率\n掉落蘋果、香蕉、紅蘿蔔汁。\n喝果汁時HP恢復量+50%。","卡片","飾品","0","0","1","20","10"
"4153","卡拉蟹卡片","ATK+5。\n對海星造成的物理攻擊力+30%。\n卡拉蟹、貝殼魔靈、海星卡片一起裝備時，\n打死魚貝類怪物時，以一定的機率掉落生魚片。\n對水屬性怪物造成的物理攻擊力+30%。","卡片","武器","0","0","1","20","10"
"4155","哥布靈首領卡片","對哥布靈系列怪物造成的物理攻擊力+30%。","卡片","武器","0","0","1","20","10"
"4156","噴射哥布靈卡片","暴擊傷害+10%,對無形怪物進行攻擊時CRI+7。","卡片","武器","0","0","1","20","10"
"4157","弓箭哥布靈卡片","暴擊傷害+10%,對不死型怪物進行攻擊時CRI+7。","卡片","武器","0","0","1","20","10"
"4159","九尾狐卡片","AGI+2。\n精練9以上時,FLEE+20","卡片","披肩","0","0","1","20","10"
"4164","狂暴野豬卡片","每次擊敗魚貝系怪物時，所得到的經驗值+10%，從魚貝系怪物受到的傷害+20%。","卡片","鞋子","0","0","1","20","10"
"4167","奈利蟲卡片","每次近距離物理擊殺動物型怪物時，SP恢復5。\n解除裝備時，SP減少5。","卡片","武器","0","0","1","20","10"
"4168","黑暗之王卡片","受到物理傷害時，以一定機率使用自動念咒隕石術5技能。\n裝備迷幻之王卡片時，MAXHP+20%、MAXSP+20%","卡片","鞋子","0","0","1","20","10"
"4169","迷幻之王卡片","MAXHP-10%、MAXSP-10%、變動詠唱-10%。\n裝備黑暗之王卡片時，變動詠唱再-10%。","卡片","頭盔","0","0","1","20","10"
"4170","鏡妖卡片","受到物理傷害時，以一定機率對敵人施加石化。","卡片","鎧甲","0","0","1","20","10"
"4171","暗黑祭司卡片","攻擊時，以小機率降低敵人的SP。\n賢者或智者裝備時，每次命中怪物時SP恢復1。","卡片","武器","0","0","1","20","10"
"4177","森林妖姬卡片","每次擊殺植物型怪時,有機率得到地靈礦石。\n對地屬性攻擊的抗性+10%","卡片","頭具","0","0","1","20","10"
"4178","刺尾蜻蜓卡片","AGI+1，FLEE+10。\n「二連矢」、「箭雨」技能的攻擊力增加5%。","卡片","披肩","0","0","1","20","10"
"4179","龍蠅卡片","AGI+1。\n同時裝備蒼蠅卡片時,迴避率+18。","卡片","披肩","0","0","1","20","10"
"4180","爆鑽傘蜥卡片","每次近距離物理擊殺龍族怪物時，SP恢復5。\n解除裝備時，SP減少5。","卡片","武器","0","0","1","20","10"
"4183","流浪之狼卡片","STR+1。\n同時裝備狼卡片時,迴避率+18。","卡片","披肩","0","0","1","20","10"
"4185","飛行魔書卡片","INT+ 1。服事系列角色裝備時，INT+ 1、 MDEF+ 1","卡片","頭盔","0","0","1","20","10"
"4186","奈吉鳥卡片","STR+1，VIT+1","卡片","鞋子","0","0","1","20","10"
"4187","幽靈弓箭手卡片","每次擊敗惡魔型怪物時，以一定機率獲得「怨恨的箱子」道具。","卡片","飾品","0","0","1","20","10"
"4188","狂暴大腳熊卡片","每次擊敗動物型怪物時，有一定機率獲得「火靈礦石」道具。\n對火屬性攻擊的抗性+10%。","卡片","頭盔","0","0","1","20","10"
"4189","狂暴惡靈卡片","受到物理傷害時，有機率讓敵人陷入詛咒。","卡片","鎧甲","0","0","1","20","10"
"4190","惡靈卡片","每次擊敗不死型怪物時，以一定機率獲得「啼笑的箱子」道具。","卡片","飾品","0","0","1","20","10"
"4192","直升機哥布靈卡片","暴擊攻擊時傷害+10%。\n對魚貝型怪物進行攻擊時,CRI+7。","卡片","武器","0","0","1","20","10"
"4194","瑞比歐卡片","受到物理傷害時，以一定機率對敵人施加眩暈效果。\nDEX為77以上時，以更高的機率對敵人施加昏迷效果。","卡片","鎧甲","0","0","1","20","10"
"4196","冰波利卡片","每次擊殺怪物時,有機率會掉落傑勒比結晶或是巨大傑勒比結晶。","卡片","飾品","0","0","1","20","10"
"4197","波利之王卡片","LUK+1。\n同時裝備波利卡片時,迴避率+18。","卡片","披肩","0","0","1","20","10"
"4199","人魚士兵卡片","HP恢復力+10%，\nSP恢復力+10%。\n_\n和玩具士兵、虎蜥人、鱷魚人、刺尾蜻蜓卡片一起裝備時，\n遠距離物理傷害+20%。\nAGI+5，DEX+3\n誘導攻擊+20%(每次命中的攻擊)\n若套裝裝備者為弓箭手系列角色時,擊殺喵族、動物型得到的經驗值+5%,物理攻擊時有機率讓喵族、動物型陷入頻死狀態。","卡片","鞋子","0","0","1","20","10"
"4200","邪惡摩艾卡片","當精練+5以下時,MDEF+7。","卡片","鞋子","0","0","1","20","10"
"4201","狂暴米諾斯卡片","受到物理傷害時，以一定機率對敵人施加昏迷。","卡片","鎧甲","0","0","1","20","10"
"4203","半龍人卡片","ATK+15、普通攻擊時,有機率自動念咒、火球術Lv.3技能。\n習得火球術Lv.10技能時,會代替施展火球術Lv.10技能。","卡片","武器","0","0","1","20","10"
"4205","邪惡箱卡片","每次殺死怪物時，以一定機率掉落神秘箱子。","卡片","飾品","0","0","1","20","10"
"4206","邪惡禮盒卡片","每次殺死怪物時，以一定機率掉落禮物箱。","卡片","頭具","0","0","1","20","10"
"4210","邪骸浪人卡片","物理攻擊時，以一定機率施展自動念咒脅持1技能。\n盜賊系列角色裝備時，迴避率+20","卡片","披肩","0","0","1","20","10"
"4211","蝗蟲之王卡片","MDEF+3。\n同時裝備搖滾蝗蟲卡片時,迴避率+18。","卡片","披肩","0","0","1","20","10"
"4212","妖道卡片","普通攻擊時,有機率自動念咒、狂擊Lv.1技能。\n當使用狂擊技能時,讓敵人退後5格。\n從殭屍受到的傷害,+100%。","卡片","飾品","0","0","1","20","10"
"4213","伊特瓢蟲卡片","受到物理傷害時，以一定機率對敵人施加沉默效果。","卡片","鎧甲","0","0","1","20","10"
