魔物名稱,等級,血量,95%迴避,100%命中,屬性,種族,體型,base經驗血量比(經驗值/血量),job經驗血量比,所屬地圖,魔物詳細資料
溜溜猴,41,1564,233,254,地1,動物,小,0.5997,0.2219,哎喲泰雅 原野 (ayo_f01_a)；哎喲泰雅 原野 (ayo_f01_b)；哎喲泰雅 原野 (ayo_f01_z)；哎喲泰雅 原野 (ayo_f02_a)；哎喲泰雅 原野 (ayo_f02_b)；哎喲泰雅 原野 (ayo_f02_z)；哎喲泰雅 原野 (ayo_fild01)；哎喲泰雅 原野 (ayo_fild02)；迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；妙勒尼山脈北區 (mjolnir_02)；普隆德拉區域 (prt_fild03)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1057
瑞比歐,98,48701,359,352,無2,惡魔,大,0,0,地下監獄1樓 (gl_pri_a)；地下監獄1樓 (gl_pri_b)；地下監獄1樓 (gl_pri_z)；地下監獄1樓 (gl_prison)；地下監獄2樓 (gl_prison1),https://twroz.wiki/mob?search_query=1201
萬聖魔,100,115410,375,366,不死1,不死,小,0.6,0.12,尼芙菲姆偏僻村落斯凱領頓 (nif_f01_a)；尼芙菲姆偏僻村落斯凱領頓 (nif_f01_b)；尼芙菲姆偏僻村落斯凱領頓 (nif_f01_z)；尼芙菲姆偏僻村落斯凱領頓 (nif_fild01)；亡者國都尼芙菲姆 (niflheim),https://twroz.wiki/mob?search_query=1508
群葉貓,96,156492,279,285,地1,動物,小,0,0,哎喲泰雅古代神殿內部 (ayo_d01_a)；哎喲泰雅古代神殿內部 (ayo_d01_b)；哎喲泰雅古代神殿內部 (ayo_d01_z)；哎喲泰雅古代神殿迷宮 (ayo_dun01)；哎喲泰雅 原野 (ayo_f02_a)；哎喲泰雅 原野 (ayo_f02_b)；哎喲泰雅 原野 (ayo_f02_z)；哎喲泰雅 原野 (ayo_fild02),https://twroz.wiki/mob?search_query=1586
聖誕波利,50,25000,178,203,聖1,植物,中,0.1,0,薑餅廣場 (ztw_e03_a)；薑餅廣場 (ztw_e03_b)；薑餅廣場 (ztw_e03_z)；薑餅廣場 (ztw_evt03),https://twroz.wiki/mob?search_query=1062
聖誕南瓜先生,65,1901,299,309,火2,無形,中,0.2767,0.1625,吉芬地下密穴2樓 (gef_d01_a)；吉芬地下密穴2樓 (gef_d01_b)；吉芬地下密穴2樓 (gef_d01_z)；吉芬地下密穴2樓 (gef_dun01)；薑餅廣場 (ztw_e03_a)；薑餅廣場 (ztw_e03_b)；薑餅廣場 (ztw_e03_z)；薑餅廣場 (ztw_evt03),https://twroz.wiki/mob?search_query=1244
聖誕哥布靈,58,1107,257,304,風1,人形,中,3.7489,0.6938,吉芬區域 (gef_f11_a)；吉芬區域 (gef_f11_b)；吉芬區域 (gef_f11_z)；吉芬區域 (gef_fild11)；普隆德拉區域 (prt_f11_a)；普隆德拉區域 (prt_f11_b)；普隆德拉區域 (prt_f11_z)；普隆德拉區域 (prt_fild11)；薑餅廣場 (ztw_e03_a)；薑餅廣場 (ztw_e03_b)；薑餅廣場 (ztw_e03_z)；薑餅廣場 (ztw_evt03),https://twroz.wiki/mob?search_query=1245
聖誕狸貓,50,20135,313,231,地1,動物,小,0.1242,0,薑餅廣場 (ztw_e03_a)；薑餅廣場 (ztw_e03_b)；薑餅廣場 (ztw_e03_z)；薑餅廣場 (ztw_evt03),https://twroz.wiki/mob?search_query=2380
聖誕瘋兔,50,25000,1,,無1,無形,小,0.1,0,薑餅廣場 (ztw_e03_a)；薑餅廣場 (ztw_e03_b)；薑餅廣場 (ztw_e03_z)；薑餅廣場 (ztw_evt03),https://twroz.wiki/mob?search_query=2210
聖誕獸人戰士,52,1047,233,261,地1,人形,中,4.298,0.7947,獸人村 (gef_f10_a)；獸人村 (gef_f10_b)；獸人村 (gef_f10_z)；吉芬區域 (gef_fild03)；獸人村 (gef_fild10)；薑餅廣場 (ztw_e03_a)；薑餅廣場 (ztw_e03_b)；薑餅廣場 (ztw_e03_z)；薑餅廣場 (ztw_evt03),https://twroz.wiki/mob?search_query=1588
蜂后,101,2481570,469,502,風4,昆蟲,小,2.9229,0.5181,妙勒尼山脈北區 (b_mjo_f04)；妙勒尼山脈北區 (b_mjo_f04_z),https://twroz.wiki/mob?search_query=1059
蜂兵,11,85,188,236,風1,昆蟲,小,3.7176,0.6824,妙勒尼山脈南邊山麓 (mjolnir_09)；普隆德拉區域 (prt_fild05),https://twroz.wiki/mob?search_query=1004
裘卡,90,115648,363,396,風4,人形,大,0.6,0.12,鐘塔地下4樓 (alde_dun04),https://twroz.wiki/mob?search_query=1131
達拉蛙,40,1950,240,250,水2,魚貝,中,0.6,0.12,東邊洞穴馬吾 (bea_d03_a)；東邊洞穴馬吾 (bea_d03_b)；東邊洞穴馬吾 (bea_d03_z)；東邊洞穴馬吾 (beach_dun3)；龜島 (tur_d01_a)；龜島 (tur_d01_b)；龜島 (tur_d01_z)；龜島 (tur_dun01),https://twroz.wiki/mob?search_query=1034
夢魘,69,52650,321,304,念3,惡魔,大,0.9,0.18,吉芬地下密穴2樓 (gef_d01_a)；吉芬地下密穴2樓 (gef_d01_b)；吉芬地下密穴2樓 (gef_d01_z)；吉芬地下密穴3樓 (gef_d02_a)；吉芬地下密穴3樓 (gef_d02_b)；吉芬地下密穴3樓 (gef_d02_z)；吉芬地下密穴2樓 (gef_dun01)；吉芬地下密穴3樓 (gef_dun02),https://twroz.wiki/mob?search_query=1061
漂浮蟲,40,1232,249,295,水3,植物,小,0,0,海盜地洞密穴1樓 (iz_d00_a)；海盜地洞密穴1樓 (iz_d00_b)；海盜地洞密穴1樓 (iz_d00_z)；海盜地洞密穴2樓 (iz_d01_a)；海盜地洞密穴2樓 (iz_d01_b)；海盜地洞密穴2樓 (iz_d01_z)；海底洞穴1樓 (iz_dun00)；海底洞穴2樓 (iz_dun01),https://twroz.wiki/mob?search_query=1161
瑪勒盜蟲,30,595,235,269,暗1,昆蟲,中,0,0,地下水道3樓 (prt_d03_a)；地下水道3樓 (prt_d03_b)；地下水道3樓 (prt_d03_z)；地下水道4樓 (prt_d04_a)；地下水道4樓 (prt_d04_b)；地下水道4樓 (prt_d04_z)；地下水道3樓 (prt_sewb3)；地下水道4樓 (prt_sewb4),https://twroz.wiki/mob?search_query=1054
瘋狂寶箱,99,20,1468,300,聖1,無形,小,0,0,青林湖密穴1樓 (gld_dun01)；青林湖密穴2樓 (gld_dun01_2)；露依納密穴1樓 (gld_dun02)；露依納密穴2樓 (gld_dun02_2)；巴基力雷恩密穴1樓 (gld_dun03)；巴基力雷恩密穴2樓 (gld_dun03_2)；怖立特離亞密穴1樓 (gld_dun04)；怖立特離亞密穴2樓 (gld_dun04_2),https://twroz.wiki/mob?search_query=2288
瘋兔,3,48,182,207,無3,動物,小,3.125,0.625,吉芬區域 (gef_f04_a)；吉芬區域 (gef_f04_b)；吉芬區域 (gef_f04_z)；吉芬區域 (gef_fild04)；迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；普隆德拉區域 (prt_f02_a)；普隆德拉區域 (prt_f02_b)；普隆德拉區域 (prt_f02_z)；普隆德拉區域 (prt_f08_a)；普隆德拉區域 (prt_f08_b)；普隆德拉區域 (prt_f08_z)；普隆德拉區域 (prt_fild01)；普隆德拉區域 (prt_fild02)；普隆德拉區域 (prt_fild06)；普隆德拉區域 (prt_fild08)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1063
綠草,1,5,172,202,地1,植物,小,0,0,巴不其卡森林 (cmd_fild01)；吉芬地下密穴1樓 (gef_d00_a)；吉芬地下密穴1樓 (gef_d00_b)；吉芬地下密穴1樓 (gef_d00_z)；吉芬地下密穴1樓 (gef_dun00)；吉芬區域 (gef_f04_a)；吉芬區域 (gef_f04_b)；吉芬區域 (gef_f04_z)；獸人村 (gef_f10_a)；獸人村 (gef_f10_b)；獸人村 (gef_f10_z)；吉芬區域 (gef_fild00)；吉芬區域 (gef_fild01)；吉芬區域 (gef_fild02)；吉芬區域 (gef_fild03)；吉芬區域 (gef_fild04)；吉芬區域 (gef_fild07)；獸人村 (gef_fild10)；克雷斯特漢姆 (glast_01)；蘇克拉特沙漠 (moc_fild02)；蘇克拉特沙漠 (moc_fild03)；斐揚洞穴4樓-廢村 (pay_d03_a)；斐揚洞穴4樓-廢村 (pay_d03_b)；斐揚洞穴4樓-廢村 (pay_d03_z)；斐揚洞穴4樓-廢村 (pay_dun03)；斐揚森林 (pay_f01_a)；斐揚森林 (pay_f01_b)；斐揚森林 (pay_f01_z)；斐揚森林 (pay_f03_a)；斐揚森林 (pay_f03_b)；斐揚森林 (pay_f03_z)；蘇克拉特沙漠 (pay_f04_a)；蘇克拉特沙漠 (pay_f04_b)；蘇克拉特沙漠 (pay_f04_z)；斐揚森林 (pay_f08_a)；斐揚森林 (pay_f08_b)；斐揚森林 (pay_f08_z)；斐揚森林 (pay_fild01)；斐揚森林 (pay_fild02)；斐揚森林 (pay_fild03)；蘇克拉特沙漠 (pay_fild04)；斐揚森林 (pay_fild06)；斐揚森林 (pay_fild07)；斐揚森林 (pay_fild08)；斐揚森林 (pay_fild09)；斐揚森林 (pay_fild10)；普隆德拉區域 (prt_fild00)；普隆德拉區域 (prt_fild01)；普隆德拉區域 (prt_fild03)；普隆德拉區域 (prt_fild04)；普隆德拉區域 (prt_fild05)；普隆德拉區域 (prt_fild06)；依斯魯得島失事輪1樓 (treasure_n1)；依斯魯得島失事輪2樓 (treasure_n2)；汶巴拉嚕嚕卡森林 (um_fild01)；汶巴拉卡拉拉森林 (um_fild03),https://twroz.wiki/mob?search_query=1080
綠棉蟲,6,59,189,212,地1,昆蟲,小,2.678,0.5254,吉芬區域 (gef_f04_a)；吉芬區域 (gef_f04_b)；吉芬區域 (gef_f04_z)；吉芬區域 (gef_fild00)；吉芬區域 (gef_fild04)；吉芬區域 (gef_fild07)；迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；斐揚森林 (pay_f01_a)；斐揚森林 (pay_f01_b)；斐揚森林 (pay_f01_z)；斐揚森林 (pay_f03_a)；斐揚森林 (pay_f03_b)；斐揚森林 (pay_f03_z)；斐揚森林 (pay_fild01)；斐揚森林 (pay_fild03)；普隆德拉區域 (prt_f08_a)；普隆德拉區域 (prt_f08_b)；普隆德拉區域 (prt_f08_z)；普隆德拉區域 (prt_fild01)；普隆德拉區域 (prt_fild06)；普隆德拉區域 (prt_fild08)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1007
綠腐屍,61,29630,264,275,不死2,不死,中,0.9,0.18,哎喲泰雅古代神殿內部 (ayo_d01_a)；哎喲泰雅古代神殿內部 (ayo_d01_b)；哎喲泰雅古代神殿內部 (ayo_d01_z)；哎喲泰雅古代神殿迷宮 (ayo_dun01)；吉芬地下密穴2樓 (gef_d01_a)；吉芬地下密穴2樓 (gef_d01_b)；吉芬地下密穴2樓 (gef_d01_z)；吉芬地下密穴3樓 (gef_d02_a)；吉芬地下密穴3樓 (gef_d02_b)；吉芬地下密穴3樓 (gef_d02_z)；吉芬地下密穴2樓 (gef_dun01)；吉芬地下密穴3樓 (gef_dun02),https://twroz.wiki/mob?search_query=1036
綠蒼蠅,57,3368,286,321,風1,昆蟲,小,0.7696,0.2164,迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；蘇克拉特沙漠 (moc_fild03)；蘇克拉特沙漠 (moc_fild13)；獸人地下洞窟1樓 (orc_d01_a)；獸人地下洞窟1樓 (orc_d01_b)；獸人地下洞窟1樓 (orc_d01_z)；獸人地下洞窟2樓 (orc_d02_a)；獸人地下洞窟2樓 (orc_d02_b)；獸人地下洞窟2樓 (orc_d02_z)；獸人地下洞窟1樓 (orcsdun01)；獸人地下洞窟2樓 (orcsdun02)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1042
綠餅人,70,31457,276,296,無3,人形,小,0.6,0.12,玩具工廠倉庫 (xma_d01_a)；玩具工廠倉庫 (xma_d01_b)；玩具工廠倉庫 (xma_d01_z)；玩具分類場 (xma_d02_a)；玩具分類場 (xma_d02_b)；玩具分類場 (xma_d02_z)；玩具工廠倉庫 (xmas_dun01)；玩具分類場 (xmas_dun02),https://twroz.wiki/mob?search_query=1265
綠變色龍,66,6866,280,300,地2,動物,中,0.5999,0.1199,巴不其卡森林 (cmd_fild01),https://twroz.wiki/mob?search_query=1687
腐屍,17,204,202,225,不死1,不死,中,1.3873,0.2696,吉芬地下密穴2樓 (gef_d01_a)；吉芬地下密穴2樓 (gef_d01_b)；吉芬地下密穴2樓 (gef_d01_z)；吉芬地下密穴2樓 (gef_dun01)；斐揚洞穴1樓 (pay_d00_a)；斐揚洞穴1樓 (pay_d00_b)；斐揚洞穴1樓 (pay_d00_z)；斐揚洞穴1樓 (pay_dun00)；普隆德拉城地下1樓 (prt_ca01)；依斯魯得島失事輪1樓 (treasure_n1)；依斯魯得島失事輪2樓 (treasure_n2),https://twroz.wiki/mob?search_query=1015
腐屍首領,119,298538,391,388,不死1,不死,中,0,0.2096,怖立特離亞密穴1樓 (gld_dun04)；怖立特離亞密穴2樓 (gld_dun04_2),https://twroz.wiki/mob?search_query=1298
腐屍戰俘,89,30713,344,330,不死3,不死,中,0,0,地下監獄1樓 (gl_pri_a)；地下監獄1樓 (gl_pri_b)；地下監獄1樓 (gl_pri_z)；地下監獄1樓 (gl_prison)；地下監獄2樓 (gl_prison1),https://twroz.wiki/mob?search_query=1197
舞獅,106,143105,335,364,風2,龍,中,0,0,龍之城審良宮 (lou_d01_a)；龍之城審良宮 (lou_d01_b)；龍之城審良宮 (lou_d01_z)；龍之城王陵內部 (lou_d02_a)；龍之城王陵內部 (lou_d02_b)；龍之城王陵內部 (lou_d02_z)；龍之城審良宮 (lou_d03_a)；龍之城審良宮 (lou_d03_b)；龍之城審良宮 (lou_d03_z)；龍之城王陵 (lou_dun01)；龍之城王陵內部 (lou_dun02)；龍之城審良宮 (lou_dun03),https://twroz.wiki/mob?search_query=1514
蒼蠅,5,48,184,210,風1,昆蟲,小,6.25,0.8125,吉芬區域 (gef_f04_a)；吉芬區域 (gef_f04_b)；吉芬區域 (gef_f04_z)；吉芬區域 (gef_fild00)；吉芬區域 (gef_fild04)；吉芬區域 (gef_fild07)；迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；蘇克拉特沙漠 (moc_fild07)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1011
銀月魔女,109,180220,400,374,暗4,惡魔,大,0.6,0.12,尼芙菲姆鬼峽谷 (nif_f02_a)；尼芙菲姆鬼峽谷 (nif_f02_b)；尼芙菲姆鬼峽谷 (nif_f02_z)；尼芙菲姆鬼峽谷 (nif_fild02),https://twroz.wiki/mob?search_query=1505
劍魚,52,1963,255,270,水2,魚貝,中,0.838,0,海盜地洞密穴4樓 (iz_d03_a)；海盜地洞密穴4樓 (iz_d03_b)；海盜地洞密穴4樓 (iz_d03_z)；海底洞穴4樓 (iz_dun03),https://twroz.wiki/mob?search_query=1158
噴射哥布靈,66,12746,334,332,風2,人形,中,0.5418,0.1603,普隆德拉區域 (prt_f11_a)；普隆德拉區域 (prt_f11_b)；普隆德拉區域 (prt_f11_z)；普隆德拉區域 (prt_fild11),https://twroz.wiki/mob?search_query=1280
彈簧兔,88,130834,317,355,地2,動物,中,0.6,0.12,龜島 (tur_d01_a)；龜島 (tur_d01_b)；龜島 (tur_d01_z)；龜島 (tur_dun01),https://twroz.wiki/mob?search_query=1322
德古拉男爵,75,52500000,466,390,暗4,惡魔,大,0.0982,0.0114,吉芬地下密穴3樓 (b_gef_d02)；吉芬地下密穴3樓 (b_gef_d02_z),https://twroz.wiki/mob?search_query=1389
憤怒人魚士兵,60,14700,288,299,水3,人形,中,0,0,海盜地洞密穴5樓 (iz_d04_a)；海盜地洞密穴5樓 (iz_d04_b)；海盜地洞密穴5樓 (iz_d04_z)；海底洞穴5樓 (iz_dun04),https://twroz.wiki/mob?search_query=2757
憤怒土人,68,30475,312,345,暗1,惡魔,小,1.8,0.3598,斐揚洞穴5樓-廢村 (pay_d04_a)；斐揚洞穴5樓-廢村 (pay_d04_b)；斐揚洞穴5樓-廢村 (pay_d04_z)；斐揚洞穴5樓-廢村 (pay_dun04),https://twroz.wiki/mob?search_query=2851
憤怒小雞,10,385,190,220,火1,動物,小,12.0779,2.1532,蘇克拉特沙漠 (moc_f12_a)；蘇克拉特沙漠 (moc_f12_b)；蘇克拉特沙漠 (moc_f12_z)；蘇克拉特沙漠 (moc_fild12),https://twroz.wiki/mob?search_query=2712
憤怒火忍西怒畢,123,40000,358,392,暗3,人形,中,0,0,天津町 地下神舍 (ama_d03_a)；天津町 地下神舍 (ama_d03_b)；天津町 地下神舍 (ama_d03_z)；天津町 地下神舍 (ama_dun03),https://twroz.wiki/mob?search_query=2664
憤怒古鐘魔,81,364900,353,315,地2,無形,中,0.9,0.18,鐘塔2樓 (c_tower2)；鐘塔2樓 (tow_d02_a)；鐘塔2樓 (tow_d02_b)；鐘塔2樓 (tow_d02_z),https://twroz.wiki/mob?search_query=2871
憤怒巨石怪,79,59665,284,315,無3,無形,大,1.4561,0.4262,山特樂曼西區 (cmd_fild06),https://twroz.wiki/mob?search_query=2812
憤怒巨象甲蟲,66,29440,286,327,地1,昆蟲,小,1.9728,0.5415,妙勒尼山脈南區 (mjolnir_08),https://twroz.wiki/mob?search_query=2787
憤怒伍坦戰士,87,59940,324,308,火2,人形,中,1.8053,0.5353,汶巴拉滬家森林 (um_fild02),https://twroz.wiki/mob?search_query=2611
憤怒艾斯蜘蛛,56,21840,257,281,毒1,昆蟲,大,1.7995,0.4781,妙勒尼山脈南區 (mjolnir_10),https://twroz.wiki/mob?search_query=2890
憤怒巫婆,88,26210,341,347,暗1,人形,中,24.3351,4.867,鐘塔地下4樓 (alde_dun04),https://twroz.wiki/mob?search_query=2885
憤怒沙漠之狼,14,565,203,230,火1,動物,小,8.708,1.8124,蘇克拉特沙漠 (moc_fild11),https://twroz.wiki/mob?search_query=2856
憤怒狂暴米諾斯,107,59005,379,391,火2,動物,大,0,0,地下洞穴2樓 (gl_d02_a)；地下洞穴2樓 (gl_d02_b)；地下洞穴2樓 (gl_d02_z)；地下洞穴2樓 (gl_dun02),https://twroz.wiki/mob?search_query=2767
憤怒狂暴野貓,91,63880,356,420,風1,動物,小,1.8804,0.5606,汶巴拉滬家叢林 (um_fild04),https://twroz.wiki/mob?search_query=2616
憤怒狂暴綠棉蟲,121,128280,360,378,地1,昆蟲,小,0,0,,https://twroz.wiki/mob?search_query=2876
憤怒赤蒼蠅,63,29955,338,359,風2,昆蟲,小,0,0,吉芬地下密穴1樓 (gef_d00_a)；吉芬地下密穴1樓 (gef_d00_b)；吉芬地下密穴1樓 (gef_d00_z)；吉芬地下密穴1樓 (gef_dun00),https://twroz.wiki/mob?search_query=2797
憤怒邪惡禮盒,78,439065,287,307,無3,無形,中,1.195,0.239,玩具分類場 (xma_d02_a)；玩具分類場 (xma_d02_b)；玩具分類場 (xma_d02_z)；玩具分類場 (xmas_dun02),https://twroz.wiki/mob?search_query=2737
憤怒邪骸士兵,34,5870,234,247,不死1,不死,中,2.4634,0.5581,斐揚洞穴2樓 (pay_d01_a)；斐揚洞穴2樓 (pay_d01_b)；斐揚洞穴2樓 (pay_d01_z)；斐揚洞穴2樓 (pay_dun01),https://twroz.wiki/mob?search_query=2649
憤怒邪骸浪人,120,1220805,470,445,風1,惡魔,中,0.9203,0,克雷斯特漢姆古城2樓 (gl_c02_a)；克雷斯特漢姆古城2樓 (gl_c02_b)；克雷斯特漢姆古城2樓 (gl_c02_z)；克雷斯特漢姆古城2樓 (gl_cas02),https://twroz.wiki/mob?search_query=2620
憤怒波利,1,275,178,203,水1,植物,中,16.3636,1.4182,普隆德拉區域 (prt_f08_a)；普隆德拉區域 (prt_f08_b)；普隆德拉區域 (prt_f08_z)；普隆德拉區域 (prt_fild08),https://twroz.wiki/mob?search_query=2697
憤怒泥人,79,59665,291,294,地3,無形,中,1.528,0.4262,蘇克拉特沙漠 (moc_f16_a)；蘇克拉特沙漠 (moc_f16_b)；蘇克拉特沙漠 (moc_f16_z)；蘇克拉特沙漠 (moc_fild16),https://twroz.wiki/mob?search_query=2674
憤怒的腐屍,17,0,0,0,不死1,不死,中,,,普隆德拉城地下2樓 (prt_ca02),https://twroz.wiki/mob?search_query=25143
憤怒虎蜥人,109,77735,365,399,水2,魚貝,中,0,0,地下水道4樓 (gl_sew04),https://twroz.wiki/mob?search_query=2899
憤怒南瓜魂,101,127020,372,361,不死1,不死,小,2.0262,0.5388,亡者國都尼芙菲姆 (niflheim),https://twroz.wiki/mob?search_query=2772
憤怒梅納海葵,86,993500,366,337,毒1,魚貝,中,0.6,0.12,鐘塔地下3樓 (alde_dun03),https://twroz.wiki/mob?search_query=2717
憤怒蚯蚓,81,61780,296,309,地2,動物,中,0.1812,0.3598,蘇克拉特沙漠 (moc_fild17),https://twroz.wiki/mob?search_query=2802
憤怒雪熊,88,879450,335,327,無3,動物,大,0.8182,0,薑餅城區域 (xma_f01_a)；薑餅城區域 (xma_f01_b)；薑餅城區域 (xma_f01_z)；薑餅城區域 (xmas_fild01),https://twroz.wiki/mob?search_query=25239
憤怒盜蟲,23,1770,206,233,無3,昆蟲,小,0,0,地下水道2樓 (prt_d02_a)；地下水道2樓 (prt_d02_b)；地下水道2樓 (prt_d02_z)；地下水道2樓 (prt_sewb2),https://twroz.wiki/mob?search_query=2634
憤怒塔嚕安,109,15975,322,326,暗3,惡魔,大,0,0,哎喲泰雅古代神殿內部 (ayo_d02_a)；哎喲泰雅古代神殿內部 (ayo_d02_b)；哎喲泰雅古代神殿內部 (ayo_d02_z)；哎喲泰雅古代神殿內部 (ayo_dun02),https://twroz.wiki/mob?search_query=2639
憤怒暗黑祭司,98,60450,376,384,不死4,惡魔,中,0,0,地下公墓 (gl_chy_a)；地下公墓 (gl_chy_b)；地下公墓 (gl_chy_z)；地下公墓 (gl_chyard),https://twroz.wiki/mob?search_query=2861
憤怒漂浮蟲,40,6160,249,310,水3,植物,小,0,0,海盜地洞密穴1樓 (iz_d00_a)；海盜地洞密穴1樓 (iz_d00_b)；海盜地洞密穴1樓 (iz_d00_z)；海底洞穴1樓 (iz_dun00),https://twroz.wiki/mob?search_query=2707
憤怒腐屍,17,1020,202,227,不死1,不死,中,5.5588,1.0706,斐揚洞穴1樓 (pay_d00_a)；斐揚洞穴1樓 (pay_d00_b)；斐揚洞穴1樓 (pay_d00_z)；斐揚洞穴1樓 (pay_dun00),https://twroz.wiki/mob?search_query=2606
憤怒貍貓,31,2955,227,274,地1,動物,小,0,0,哎喲泰雅 原野 (ayo_f01_a)；哎喲泰雅 原野 (ayo_f01_b)；哎喲泰雅 原野 (ayo_f01_z)；哎喲泰雅 原野 (ayo_fild01),https://twroz.wiki/mob?search_query=2654
憤怒蝙蝠弓箭手,100,43860,413,393,風3,惡魔,中,0,0,地下水道2樓 (gl_sew02),https://twroz.wiki/mob?search_query=2827
憤怒獵蠅,80,48070,360,329,風2,昆蟲,小,1.8691,0.5485,妙勒尼山脈北邊山麓 (mjolnir_12),https://twroz.wiki/mob?search_query=2842
憤怒爆鑽傘蜥,84,64505,308,350,地1,動物,中,1.6301,0.4587,妙勒尼山脈北區 (mjolnir_04),https://twroz.wiki/mob?search_query=2846
憤怒獸人戰士,52,16330,241,273,地1,人形,中,2.0686,0.5457,獸人村 (gef_f10_a)；獸人村 (gef_f10_b)；獸人村 (gef_f10_z)；獸人村 (gef_fild10),https://twroz.wiki/mob?search_query=2722
憤怒羅達蛙,13,700,200,221,水1,魚貝,中,6.9429,1.3929,吉芬區域 (gef_fild01),https://twroz.wiki/mob?search_query=2679
憤怒鐘乳巨石怪,68,35915,308,330,無4,無形,大,1.8485,0.5492,北邊洞穴盧安達 (bea_d02_a)；北邊洞穴盧安達 (bea_d02_b)；北邊洞穴盧安達 (bea_d02_z)；北邊洞穴盧安達 (beach_dun2),https://twroz.wiki/mob?search_query=2644
摩卡,25,463,239,235,地1,植物,大,1.2138,0.2851,蘇克拉特沙漠 (moc_fild01)；蘇克拉特沙漠 (moc_fild02)；普隆德拉區域 (prt_fild09),https://twroz.wiki/mob?search_query=1055
蝗蟲之王,18,3317,254,252,地1,昆蟲,中,4.4317,0.7642,迷宮森林3樓 (maz_d03_a)；迷宮森林3樓 (maz_d03_b)；迷宮森林3樓 (maz_d03_z)；普隆德拉區域 (prt_fild04)；普隆德拉區域 (prt_fild07)；迷宮森林3樓 (prt_maze03),https://twroz.wiki/mob?search_query=1088
蝙蝠弓箭手,100,9233,413,375,風3,惡魔,中,0,0,地下洞穴2樓 (gl_d02_a)；地下洞穴2樓 (gl_d02_b)；地下洞穴2樓 (gl_d02_z)；地下洞穴1樓 (gl_dun01)；地下洞穴2樓 (gl_dun02)；地下水道1樓 (gl_sew01)；地下水道2樓 (gl_sew02)；地下水道3樓 (gl_sew03)；地下水道4樓 (gl_sew04)；樓梯迷宮 (gl_step)；克雷斯特漢姆 (glast_01),https://twroz.wiki/mob?search_query=1253
蝸牛,19,265,211,240,水1,昆蟲,大,1.3434,0.317,吉芬區域 (gef_fild01)；普隆德拉區域 (prt_fild00)；普隆德拉區域 (prt_fild04),https://twroz.wiki/mob?search_query=1094
賢者蟲,70,8501,298,305,無3,動物,小,0,0,克雷斯特漢姆古城1樓 (gl_c01_a)；克雷斯特漢姆古城1樓 (gl_c01_b)；克雷斯特漢姆古城1樓 (gl_c01_z)；克雷斯特漢姆古城1樓 (gl_cas01)；克雷斯特漢姆 室內 (gl_in01),https://twroz.wiki/mob?search_query=1281
墨蛇君,105,173407500,539,494,念3,動物,大,0,0,崑崙武陵道院 (b_gon_d03)；崑崙武陵道院 (b_gon_d03_z),https://twroz.wiki/mob?search_query=1418
噬人花,70,8673,312,315,地1,植物,大,0.5999,0.1199,巴不其卡森林 (cmd_fild01)；基乃依沼澤地 (cmd_fild03)；吉芬區域 (gef_fild08)；妙勒尼山脈南區 (mjolnir_07)；妙勒尼山脈南區 (mjolnir_08)；妙勒尼山脈南區 (mjolnir_10)；妙勒尼山脈南區 (mjolnir_11),https://twroz.wiki/mob?search_query=1118
樹精,8,78,191,212,地1,植物,中,2.0513,0.4103,妙勒尼山脈南邊山麓 (mjolnir_09)；斐揚森林 (pay_f01_a)；斐揚森林 (pay_f01_b)；斐揚森林 (pay_f01_z)；斐揚森林 (pay_f03_a)；斐揚森林 (pay_f03_b)；斐揚森林 (pay_f03_z)；斐揚森林 (pay_fild01)；斐揚森林 (pay_fild03),https://twroz.wiki/mob?search_query=1010
機木人,93,21949,323,324,地4,植物,大,0.4346,0.1239,汶巴拉嚕嚕卡森林 (um_fild01)；汶巴拉滬家叢林 (um_fild04),https://twroz.wiki/mob?search_query=1497
